query_name,hp_desc,hp_id,score
Premature fusion of the radial epphyseal plates,Rib fusion,HP_0000902,
Decreased prothrobin time,Decreased function of male gonad,HP_0000026,
Decresed miniature endplate potentials,Abnormality of visual evoked potentials,HP_0000649,
Diminished integration of verbl and non-verbal communicative behavior,Atypical behavior,HP_0000708,
Stenosis ofthe external auditory canal,Abnormal male external genitalia morphology,HP_0000032,
Abnormaliy of the calf musculature,Atony of facial musculature,HP_0000297,
Myoglobin cats,Cat eye,HP_0000612,
Symphalangismof the 4th finger,Distal finger flexion creases absent,HP_0001032,
Dcreased circulating 7-dehydrocholesterol concentration,Increased circulating gonadotropin level,HP_0000837,
Pyrimidine-rsponsive megaloblastic anemia,Hemolytic anemia,HP_0001878,
Endcardial fibrosis,Renal glomerular fibrosis,HP_0000096,
obsolete Vegettive auras,obsolete Clitoromegaly,HP_0000057,
Vaginal strictur,Underdeveloped vaginal lips,HP_0000059,
Triangular shped middle phalanges of the toes,Triangular mouth,HP_0000207,
Orofacial action-specific dystonia inuced by speech,Orofacial cleft,HP_0000202,
Complee duplication of the proximal phalanx of the 4th toe,Ureteral duplication,HP_0000073,
Decresed circulating apolipoprotein E concentration,Increased circulating gonadotropin level,HP_0000837,
Elevaed stool chloride content,Watery stool,HP_0002014,
nti-ARHGAP26 antibody,Neutropenia in presence of anti-neutropil antibodies,HP_0001904,
Renal tubular adenovirus iclusions,Multicystic renal dysplasia,HP_0000003,
Panreatic fistula,Rectovaginal fistula,HP_0000143,
Peritoniti,Peritonitis,HP_0002586,
nterior chamber cells grade 1+,Renal tubular cell atrophy,HP_0000092,
Incresed RBC distribution width,Decreased palatal width,HP_0000189,
Abnormal emale reproductive system physiology,Abnormality of body height,HP_0000002,
Frontoethmoidl meningocele,Meningocele,HP_0002435,
Increased CD4:CD8 atio,Increased post-void residual urine volume,HP_0000016,
Eleated circulating 4-methyl-2-oxopentanoic acid concentration,Uric acid nephrolithiasis,HP_0000791,
Single trichilemmma,Single kidney,HP_0000122,
Unaided isual acuity 3.0 LogMAR,Loss of visual acuity,HP_0000529,
Central cyanoss,Central cleft upper lip,HP_0000161,
Cocciioidomycosis,,,-1.0
Branch retnal vein occlusion,Spider veins of the lip,HP_0000214,
Corpus callosum atophy,Abnormal corpus callosum morphology,HP_0001273,
Lymphod cholangitis,Cholangitis,HP_0030151,
Anetderma,,,-1.0
Sinal meningioma,Meningioma,HP_0002858,
Focal impaired awareness cognitive sezure with auditory agnosia,Focal segmental glomerulosclerosis,HP_0000097,
Fragmentation of the epiphysis of the proximal phalanx of the 3rdfinger,Proximal tubulopathy,HP_0000114,
Cardiac valve calcificaion,Abnormality of cardiac morphology,HP_0001627,
Anomalous origin of the left anterior descending arter from the pulmonary artery,Abnormality of the anterior fontanelle,HP_0000236,
Fatty eplacement of skeletal muscle,Pain of muscles of mastication,HP_0000211,
Tubuointerstitial mycobacterial infiltration,Fatty infiltration of liver,HP_0001397,
Endosteal scallping,Metacarpal diaphyseal endosteal sclerosis,HP_0006174,
Total ophthalmopleia,Total vision loss,HP_0000618,
Partial dupliction of the middle phalanx of the 4th toe,Partial thickness cleft hard palate,HP_0000176,
Eevated transferrin saturation,Abnormal isoelectric focusing of serum transferrin,HP_0003160,
T cell chronic lmphocytic lymphoma/leukemia,Renal tubular cell atrophy,HP_0000092,
Abnormal epiphysis orphology,Abnormality of body height,HP_0000002,
Neonatal hypopoteinemia,Neonatal teeth,HP_0000695,
Gastrointetinal atresia,"Urethral atresia, male",HP_0000052,
Absent styloid process f ulna,Absent sperm in semen,HP_0000027,
Elevated irculating tetracosanoic acid concentration,Elevated palate,HP_0000218,
Eryhematous plaque,Plaque build-up in arteries supplying blood to heart,HP_0001677,
Abnormality of the epiphysisof the distal phalanx of the 2nd toe,Abnormality of body height,HP_0000002,
Flattened moderately deformedvertebrae,Malar flattening,HP_0000272,
Systolic anterior motin of the mitral valve,Abnormality of the anterior fontanelle,HP_0000236,
Cortcal radial artery intimal mucoid edema,Facial edema,HP_0000282,
Asent patellar reflexes,White pupillary reflex,HP_0000555,
Spinle-shaped finger,Triangular shaped mouth,HP_0000207,
Dilated left subclavin artery,Dilated ureter,HP_0000072,
Hypogycemic coma,Coma,HP_0001259,
Seriuria,,,-1.0
Fractured etacarpus skeleton,Fractured hair,HP_0002299,
Fetal metronidazole expsure,Persistent fetal fingertip pads,HP_0001212,
Absence of pubetal development,Abnormal absence of menstruation,HP_0000141,
Unilteral brachydactyly,Brachydactyly,HP_0001156,
Abnormality of the epiphysis of the proximal phalan of the 4th finger,Abnormality of body height,HP_0000002,
Recurrent coughing spass,Recurrent urinary tract infections,HP_0000010,
Bilatera lung agenesis,Renal agenesis,HP_0000104,
B lymphoctopenia,,,-1.0
Exercise intolerace,Exercise intolerance,HP_0003546,
Hyperchromic acrocytic anemia,Hemolytic anemia,HP_0001878,
Paracentrl,,,-1.0
Increased adipose tissue aroun the neck,Increased post-void residual urine volume,HP_0000016,
EEG with cetrotemporal focal spike waves,Focal segmental glomerulosclerosis,HP_0000097,
Fatigable weakness of bulbar mucles,Weak chin,HP_0000278,
Mediastinal cystic lymphangioa,Cystic kidney disease,HP_0000107,
Imrinted,,,-1.0
obsolete Reduced immediate imittion of others,obsolete Clitoromegaly,HP_0000057,
Nodular attern on pulmonary HRCT,Abnormal pulmonary valve morphology,HP_0001641,
Fibrousdysplasia of the bones,Bossing of parietal bone,HP_0000242,
Abnormality f hair growth,Abnormality of body height,HP_0000002,
Retinal microanerysm,Abnormal retinal morphology,HP_0000479,
Delayed NS myelination,Delayed cranial suture closure,HP_0000270,
Tree-n-bud pattern,Abnormal amplitude of pattern reversal visual evoked potentials,HP_0000650,
Choroid plexus cys,Choroid coloboma,HP_0000567,
Splt nail,Nail bed telangiectasia,HP_0001232,
Increased megakaryocyte coloy forming unit count,Autosomal dominant form,HP_0000006,
Complete cleft maxillary alveola ridge,Cleft of scrotum,HP_0000048,
Mixed total anomalous pulonary venous connection,Mixed gonadal dysgenesis,HP_0000133,
Abnormal ftal morphology,Abnormality of body height,HP_0000002,
Decreased number of small peripheral myelinated neve fibers,Small uterus,HP_0000013,
Abnormal embronic development,Abnormality of body height,HP_0000002,
Alopeca totalis,Situs inversus totalis,HP_0001696,
Rhaboid tumor of the kidney,Multicystic kidney dysplasia,HP_0000003,
L-2-hydroxyglutaric aiduria,D-2-hydroxyglutaric aciduria,HP_0012321,
Duplication of the proximal phalanx of the 4t toe,Ureteral duplication,HP_0000073,
Hydrocele testi,Undescended testis,HP_0000028,
Ataia,,,-1.0
Spurred hueral metaphysis,Abnormal metaphysis morphology,HP_0000944,
Decreasd palmar creases,Single transverse palmar crease,HP_0000954,
Small trapezim,Small uterus,HP_0000013,
Recurrent sinopulmonar infections,Recurrent urinary tract infections,HP_0000010,
Abnormality of the fifthmetatarsal bone,Abnormality of body height,HP_0000002,
Epiphysea stippling of toe phalanges,Stippled pigmentation,HP_0001070,
Nonprogressive cerebellar aaxia,Nonprogressive intellectual disability,HP_0001249,
Aplasia/Hypoplasia of thedistal phalanges of the toes,Hypoplasia of the uterus,HP_0000013,
Copper accumulaton in brain,Too much cerebrospinal fluid in the brain,HP_0000238,
Acessory carpal bones,Bossing of parietal bone,HP_0000242,
Nail be hemorrhage,Gingival hemorrhage,HP_0000225,
obsolete Tiger-tail bandin,obsolete Clitoromegaly,HP_0000057,
Paietal cortical atrophy,Testicular atrophy,HP_0000029,
Decreased proporton of CD4-positive helper T cells,Decreased function of male gonad,HP_0000026,
Prritus vulvae,Neoplasm of the vulva,HP_0030416,
Polymorphous posterior cornealdystrophy,Posterior displacement of the tongue,HP_0000162,
Abnormal macrohage count,Abnormality of body height,HP_0000002,
Decreased glomerular filtration rte,Decreased function of male gonad,HP_0000026,
Reduced forced vial capacity,Reduced salivation,HP_0000217,
Abnormal crculating keto acid concentration,Abnormality of body height,HP_0000002,
Embryonal neopasm,Embryonal neoplasm,HP_0002898,
Physiological reactvity to cues,Physiological reactivity to cues,HP_0032939,
Intense attachment to unusal objects,Extra toe attached near the little toe,HP_0001830,
Viral hepattis,Viral infection-induced rhabdomyolysis,HP_0003558,
Increased arm san,Increased post-void residual urine volume,HP_0000016,
Abnormality of ain sensation,Abnormality of body height,HP_0000002,
Severe conductiv hearing impairment,Severe periodontitis,HP_0000166,
Falciform rtinal fold,Epicanthal fold,HP_0000286,
Decreased scrota rugation,Decreased function of male gonad,HP_0000026,
Curvilinear subcorticalheterotopia,Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,HP_0003205,
Abnormal circulting IgA level,Abnormality of body height,HP_0000002,
Anomalous origin of the left common carotid artery from the brachicephalic artery,Asymmetry of right and left side of face,HP_0000324,
Subfoveal choroidal neovasularization,Choroid coloboma,HP_0000567,
Gastrostomy tube feeding in infacy,Cancer starting in small tubes in kidneys,HP_0005584,
Abnormal glomerular endothelial cell morhology,Abnormality of body height,HP_0000002,
Clonal T cll receptor rearrangement,Increased number of CD4-/CD8- T cells expressing alpha/beta T-cell receptors,HP_0002851,
Osteolytic defects of the iddle phalanges of the hand,Genital defects,HP_0000078,
Bone-marrow foam clls,Bossing of parietal bone,HP_0000242,
Periventriular pseudocyst,Subependymal pseudocyst,HP_0002416,
rregular metacarpals,Abnormality of the metacarpal bones,HP_0001163,
Brnchomegaly,,,-1.0
3-4 finger cutaeous syndactyly,Distal finger flexion creases absent,HP_0001032,
Focal aware vocal automaism seizure,Focal segmental glomerulosclerosis,HP_0000097,
Neoatal hypotonia,Facial hypotonia,HP_0000297,
Deformed radus,Deformity of lip,HP_0000159,
Bilateral suprior vena cava,Bilateral progressive sensorineural hearing loss,HP_0000408,
Atrial reentr tachycardia,Atrial septal defect,HP_0001631,
Abnormal TSH responseto thyrotrophin-releasing hormone stimulation test,Abnormality of body height,HP_0000002,
Duplication of phalanx of 4th fingr,Ureteral duplication,HP_0000073,
Underfolde helix,Thick helix,HP_0000391,
Contracture of theproximal interphalangeal joint of the 2nd toe,Calcium deposits in joints,HP_0000934,
Diated fourth ventricle,Posterior fossa cyst at the fourth ventricle,HP_0000933,
Herpetifor,,,-1.0
Renal tubulr epithelial cell mitosis,Multicystic renal dysplasia,HP_0000003,
Cochlear degeeration,Cochlear malformation defect (Mondini dysplasia),HP_0000376,
Aplasia/Hypplasia of the fibula,Renal aplasia,HP_0000104,
Abnormality of the epiphysis of the distl phalanx of the 2nd finger,Abnormality of body height,HP_0000002,
Broad distal phalanx of he 3rd finger,Broad mouth,HP_0000154,
Abnormalty of the vestibular nerve,Abnormal optic nerve morphology,HP_0000587,
Focal impaired awareness sensory seizure withvisual features,Focal segmental glomerulosclerosis,HP_0000097,
Fetal exra-axial hemorrhage,Gingival hemorrhage,HP_0000225,
Anti-Su antigen/argonaute 2 antiboy positivity,External ear position defect,HP_0000357,
Episodic quadripleia,Multiple episodes of otitis media,HP_0000403,
Decreased pre-bronchodilator forced expiatory flow 25-75%,Difficulty with flow,HP_0000019,
Alveolar septa thickening,Broad alveolar ridges,HP_0000187,
Reduced bone-marrow megakaryocyt size,Increased size of tongue,HP_0000158,
Tansient ischemic attack,Heart attack,HP_0001658,
Slender finer,Slender nose,HP_0000417,
Hyperextensibility of te finger joints,Calcium deposits in joints,HP_0000934,
Alasia/Hypoplasia involving the pelvis,Hypoplasia of the uterus,HP_0000013,
Abnormal hair quatity,Abnormality of body height,HP_0000002,
Pointed proximal second trough fifth metacarpals,Proximal tubulopathy,HP_0000114,
Ureteral dupliction,Ureteral anomalies,HP_0000069,
Dysplastic distal radial epiphyes,Multicystic dysplastic kidney,HP_0000003,
Curved hallu phalanx,Abnormal curving of the cornea or lens of the eye,HP_0000483,
Everted ower lip vermilion,Underdeveloped vaginal lips,HP_0000059,
Abnormality of hromosome condensation,Abnormality of body height,HP_0000002,
Abnormal prostate morpholoy,Abnormality of body height,HP_0000002,
Real salt wasting,Renal phosphate wasting,HP_0000117,
Schmorl'snode,Schmorl's node,HP_0030041,
Ameliorated b dantrolene,Ameliorated by,HP_0025254,
Absent neutrophil lactoerrin,Absent sperm in semen,HP_0000027,
Saccadic smoothpursuit,Slow saccadic eye movements,HP_0000514,
Abnormal imunoglobulin level in body fluid,Abnormality of body height,HP_0000002,
Fatty asts,Fatty kidney,HP_0000799,
HS hemoglobin,Increased hemoglobin,HP_0001900,
Oseolysis of talus,Congenital vertical talus,HP_0001838,
Aplsia/Hypoplasia of the sternum,Hypoplasia of the uterus,HP_0000013,
Stippling of the epihyses of the 5th finger,Distal finger flexion creases absent,HP_0001032,
Prolonged bleeding following proedure,Abnormally heavy bleeding during menstruation,HP_0000132,
Retinopahy of prematurity stage 4a,Premature closure of cranial sutures,HP_0001363,
Reduced hepatic carbamoylphosphate synthetase activty,Reduced salivation,HP_0000217,
Pancreatic,Pancreatic disease,HP_0001732,
Dificulty descending stairs,Difficulty climbing stairs,HP_0003551,
Abnormalityof the pulmonary artery,Abnormal retinal artery morphology,HP_0000630,
Hoded eyelid,Abnormal eyelid morphology,HP_0000492,
Hypoplaia of the premaxilla,Hypoplasia of the premaxilla,HP_0010650,
Elevated circulating E selectin levl,Elevated palate,HP_0000218,
Increased Arde ratio of electrooculogram,Increased post-void residual urine volume,HP_0000016,
Rnal interstitial mononuclear cell infiltration,Renal tubular cell atrophy,HP_0000092,
Neoplasm of he rectum,Abnormal connection between rectum and vagina,HP_0000143,
Congenital fibrosis of extrocular muscles,Renal glomerular fibrosis,HP_0000096,
obolete Abnormal spirometry test,Abnormality of body height,HP_0000002,
Congenital agraulocytosis,obsolete Congenital strabismus,HP_0000487,
Abnormal cardiac exrcise stress test,Abnormality of body height,HP_0000002,
Supranuclear aze palsy,Vertical supranuclear gaze palsy,HP_0000511,
Pecocious atherosclerosis,Coronary artery atherosclerosis,HP_0001677,
Cnvergence excess esotropia,Vertical Facial Excess,HP_0000276,
nspiratory crackles,Crackles,HP_0030830,
Somnamulism,,,-1.0
Diffuse telagiectasia,Diffusely thickened skin,HP_0001072,
Luse odies,Luse bodies,HP_0031513,
Abnoral best corrected visual acuity test,Undescended testes,HP_0000028,
Hypophria,,,-1.0
Abnormal blood monovalent inorganic cation concenration,Abnormality of body height,HP_0000002,
Laryngeal clcification,Laryngeal abnormalities,HP_0001600,
Undetectablevisual evoked potentials,No light-evoked response on electroretinogram,HP_0000550,
Abnormal metatarsal epiphysis morpholgy,Abnormality of body height,HP_0000002,
Colonicatresia,,,-1.0
Deficiency or absence of cytochrome b(-24),Abnormal absence of menstruation,HP_0000141,
Folliclar infundibulum tumor,Benign eye tumor,HP_0001140,
-3 finger syndactyly,Distal finger flexion creases absent,HP_0001032,
Abnrmal 2nd metacarpal morphology,Abnormal morphology of female internal genitalia,HP_0000008,
Atrophy/Degeneration involving the spinal crd,Testicular atrophy,HP_0000029,
Elevated carcinoma antigen125 level,High urine protein levels,HP_0000093,
Elevated bronchoalveolar laage fluid lymphocyte proportion,Elevated palate,HP_0000218,
Congenital misis,obsolete Congenital strabismus,HP_0000487,
Large sell turcica,Large testicles,HP_0000053,
Thick grwth plates,Partial thickness cleft hard palate,HP_0000176,
Impaired binding of factor VIII toVWF,Hearing impairment,HP_0000365,
IgA heavy chain paraproeinemia,Abnormally heavy bleeding during menstruation,HP_0000132,
Dereased CSF valine concentration,Elevated circulating growth hormone concentration,HP_0000845,
Decreased ctivity of mitochondrial complex III,Decreased function of male gonad,HP_0000026,
Villous hypertrophy ofchoroid plexus,Labial hypertrophy,HP_0000065,
Reduced epidermal integri alpha6beta4 protein expression,High urine protein levels,HP_0000093,
Disseminated intravascular cogulation,Chronic disseminated intravascular coagulation,HP_0005520,
cne,,,-1.0
Abnormal hemoglobin cocentration,Abnormality of body height,HP_0000002,
Hyoventilation,,,-1.0
Chroni fatigue,"Apneic episodes precipitated by illness, fatigue, stress",HP_0002872,
Finger joint contractue,Calcium deposits in joints,HP_0000934,
Valproate exposue,Valproate exposure,HP_4000117,
Trphalangeal thumb,Abnormal thumb morphology,HP_0001172,
Decreased muscle lipoic acid conent,Decreased function of male gonad,HP_0000026,
Hipcontracture,,,-1.0
Lower thoracic interediculate narrowness,Narrowing of the ureter,HP_0000071,
Focal polymicrogyia,Focal segmental glomerulosclerosis,HP_0000097,
Elevated coagulation factor V actvity,Elevated palate,HP_0000218,
Lipiduri,,,-1.0
Abnrmal left ventricular endsystolic diameter,Asymmetry of right and left side of face,HP_0000324,
Increased anti-apha-gal IgE antibody level,Increased post-void residual urine volume,HP_0000016,
Brod distal phalanx of the thumb,Absent distal interphalangeal creases,HP_0001032,
Cardiac teraoma,Abnormality of cardiac morphology,HP_0001627,
Epilepsia partialis contiua,Epilepsia partialis continua,HP_0012847,
Anti-sphingolpid antibody positivity,External ear position defect,HP_0000357,
Expanded metacarpals with idened medullary cavities,Abnormal oral cavity morphology,HP_0000163,
Cavum septum pllucidum,Transverse vaginal septum,HP_0000145,
Nevus comedonics,Melanocytic nevus,HP_0000995,
Renal tubular epithelial lipofusin,Multicystic renal dysplasia,HP_0000003,
Congental Horner syndrome,Overactive bladder syndrome,HP_0000012,
Mandibuar prognathia,Mandibular prognathia,HP_0000303,
Abnormal bone strcture,Abnormality of body height,HP_0000002,
Elevated ciculating 5-hydroxymethyluacil concentration,Elevated palate,HP_0000218,
Open fractur,Absent urethral opening,HP_0000068,
Accumlation of muscle fiber valosin-containing protein,High urine protein levels,HP_0000093,
Excesive cerumen,Cerumen abnormality,HP_0030787,
Fordyce angiokeratoa,Fordyce angiokeratoma,HP_0034409,
Abnormality of the epiphysis of the poximal phalanx of the 3rd finger,Abnormality of body height,HP_0000002,
Drumsick terminal phalanges,Symphalangism affecting the distal phalanges of the hand,HP_0001204,
Aplsia/Hypoplasia involving the vertebral column,Hypoplasia of the uterus,HP_0000013,
Renal papillary necross,Multicystic renal dysplasia,HP_0000003,
EEG with spike-wave complxes (<2.5 Hz),EEG with irregular generalized spike and wave complexes,HP_0001326,
Prominent veins o trunk,Prominent lower lip,HP_0000179,
Meena,,,-1.0
Hip adducto weakness,Weak chin,HP_0000278,
Testicular dysenesis,Testicular atrophy,HP_0000029,
Oroicaciduria,,,-1.0
Pseudoepiphysis of th proximal phalanx of the 2nd finger,Proximal tubulopathy,HP_0000114,
Generalized-onsetmotor seizure,Generalized dental spacing,HP_0000687,
Depresse nasal bridge,Depressed malar region,HP_0000272,
Abnormal circulating GABA cocentration,Abnormality of body height,HP_0000002,
Eyelid asciculation,Abnormal eyelid morphology,HP_0000492,
Elevatd circulating pristanic acid concentration,Uric acid nephrolithiasis,HP_0000791,
Abnormal scalp morphlogy,Abnormality of body height,HP_0000002,
Reduced plasminogen activator inhibitor  activity,Decreased activity of gonads,HP_0000135,
obsolete Metacromatic leukodystrophy variant,obsolete Clitoromegaly,HP_0000057,
Acute myeloid lukemia,Acute sinusitis,HP_0000255,
Decreased Succinyl-CoA 3-ketoacid CoA trnsferase activity,Decreased function of male gonad,HP_0000026,
Partial left sided absece of pericardium,Absent kidney on one side,HP_0000122,
Severe giardasis,Severe periodontitis,HP_0000166,
Aplasia/Hypoplasia of the diaphrag,Hypoplasia of the uterus,HP_0000013,
Abnormal jaw morphlogy,Abnormality of body height,HP_0000002,
Typifie by complete penetrance,Complete agenesis of all teeth,HP_0000674,
Elevaed circulating thrombopoietin concentration,Increased circulating gonadotropin level,HP_0000837,
Abnormaliy of foveal pigmentation,Abnormal foveal morphology,HP_0000493,
Holoprosencephly,,,-1.0
Plasma/serum xenobitic,Elevated serum gonadotropins,HP_0000837,
Anormal esophagus morphology,Abnormal morphology of female internal genitalia,HP_0000008,
Onychgryposis,,,-1.0
Scleotic foci in hand bones,Bossing of parietal bone,HP_0000242,
Abnormal C4:CD8 ratio,Abnormality of body height,HP_0000002,
Postural,Postural hypotension,HP_0001278,
Perifollicular erythma,Perifollicular hyperkeratosis,HP_0007468,
Decreased superoide dismutase level,Decreased function of male gonad,HP_0000026,
Rhabdoyosarcoma,,,-1.0
Urciluria,,,-1.0
Lateral ventricula asymmetry,Cranial asymmetry,HP_0000267,
xial,,,-1.0
Macular hyperpigmented dermopath,Macular degeneration,HP_0000608,
Pitutary microadenoma,Pituitary microadenoma,HP_0025694,
Impired platelet aggregation,Platelet abnormalities,HP_0001872,
Congenitl contracture,Interphalangeal joint contracture of finger,HP_0001220,
Polyclonal elevation of circlating IgG,Compensatory chin elevation,HP_0001477,
obsolete Large epiphysis of termnal phalanx of the middle finger,Large testicles,HP_0000053,
Hrizontal ribs,Abnormal rib morphology,HP_0000772,
Bifidscrotum,,,-1.0
Chrnic intestinal candidiasis,Intestinal malabsorption,HP_0002024,
Eevated leukocyte alkaline phosphatase,Abnormal leukocyte morphology,HP_0001881,
Exacerbated by methylxanthne ingestion,Hemolytic anaemia following ingestion of fava beans,HP_0004814,
Branced-chain aminoaciduria,Generalized aminoaciduria,HP_0002909,
Muscular subvalvulr aortic stenosis,Ureteral stenosis,HP_0000071,
Abdominal aortic clcification,Abdominal protuberance,HP_0001538,
Abnormal stoolcomposition,Abnormality of body height,HP_0000002,
Asterixs,,,-1.0
Exacerbated by contraceptive medicatin exposure,Maternal teratogenic exposure,HP_0011438,
Abnormal epidermal protein exression,Abnormality of body height,HP_0000002,
Cone-shped epiphyses of the 4th toe,Rod-cone dystrophy,HP_0000510,
Abnormal cardiac magnetic resonance imging finding,Abnormality of body height,HP_0000002,
Aplasia/Hypopasia of the 2nd finger,Renal aplasia,HP_0000104,
Hallucinaions,,,-1.0
Basal ganglia ncrosis,Abnormal basal ganglia morphology,HP_0002134,
Recentblood transfusion,Post-transfusion thrombocytopenia,HP_0004813,
Pects carinatum,Pectus carinatum or pectus excavatum,HP_0000766,
Enuresis durna,Enuresis,HP_0000805,
Abormal tracheal morphology,Abnormal morphology of female internal genitalia,HP_0000008,
Inceased fecal harderoporphyrin,Fecal incontinence,HP_0002607,
Decreased phytanic acid:pristanc acid ratio,Decreased function of male gonad,HP_0000026,
Hypocalcification f dental enamel,Dental abnormalities,HP_0000164,
Triangular epiphysis of the distalphalanx of the 2nd finger,Triangular mouth,HP_0000207,
Hyporeflexia of ower limbs,Abnormality involving the diaphyses of the limbs,HP_0000940,
Fetal procarbazie exposure,Persistent fetal fingertip pads,HP_0001212,
Reduced hemglobin A,Reduced salivation,HP_0000217,
Fragmentation of the epipysis of the proximal phalanx of the 2nd finger,Proximal tubulopathy,HP_0000114,
Hip suluxation,Congenital hip dislocation,HP_0001374,
Thyrod nodule,Gingival fibrous nodules,HP_0000169,
Gucagonoma,,,-1.0
Elevated circulating membrane cofactor protein cocentration,High urine protein levels,HP_0000093,
Humral cortical irregularity,Irregular visual pursuit movements,HP_0000617,
EEG with irreguar generalized spike and wave complexes,Generalized dental spacing,HP_0000687,
Epideral hyperkeratosis,Gingival hyperkeratosis,HP_0000222,
Increaed CSF/serum albumin ratio,Elevated serum gonadotropins,HP_0000837,
Transient hypogammaglobuliemia of infancy,Transient unilateral blurring of vision,HP_0001125,
Bundle banch block,Blocked tear duct,HP_0000579,
Areflexia of lower lims,Abnormal lower lip morphology,HP_0000178,
Abnormal male grm cell morphology,Abnormality of body height,HP_0000002,
Enlarged epiphysis of the distal phalanx o the 4th toe,Enlarged penis,HP_0000040,
Osteolytic defects of themiddle phalanx of the 4th toe,Genital defects,HP_0000078,
Hypohidrtic ectodermal dysplasia,Multicystic kidney dysplasia,HP_0000003,
Chest pan,Abnormality of the chest,HP_0000765,
Lagophthalos,,,-1.0
educed vital capacity,Reduced vital capacity,HP_0002792,
Hypopastic nasal bone,Bossing of parietal bone,HP_0000242,
Tubulointerstitial baterial infiltration,Fatty infiltration of liver,HP_0001397,
Anti-NDA receptor antibody positivity,External ear position defect,HP_0000357,
Hyperparakeratoss,,,-1.0
Angiokeratoma f Mibelli,Angiokeratoma,HP_0001014,
Narro greater sciatic notch,Notched nasal tip,HP_0000456,
orneal scarring,Corneal scarring,HP_0000559,
Pineocytoa,,,-1.0
obsolete Focal cognitive seizure with deja vujamais vu,obsolete Clitoromegaly,HP_0000057,
Aplasia of the proximal phalanx of the 4thfinger,Renal aplasia,HP_0000104,
Congruou homonymous hemianopia,Hemianopia,HP_0012377,
Generalized hypopigmntation of hair,Generalized dental spacing,HP_0000687,
Shortened innerdynein arms,Shortening of upper lip,HP_0000188,
Muscle hypertrophy of the lower extremties,Labial hypertrophy,HP_0000065,
Orthokratosis,,,-1.0
Triangular epiphyses of te distal phalanges of the hand,Triangular mouth,HP_0000207,
Frog-leg poture,Foot and ankle bend up toward shin of leg,HP_0001848,
Increased fucosyation of N-linked protein glycosylation,Increased post-void residual urine volume,HP_0000016,
Infantle onset,Late-onset speech development,HP_0000750,
History ofstillbirth,Pregnancy history,HP_0002686,
Synostosis of second metacarpal-trapezid,Abnormality of the metacarpal bones,HP_0001163,
Abnormal renal arteriole morphoogy,Abnormality of body height,HP_0000002,
Hypnagogic hllucinations,Hypnagogic hallucination,HP_0002519,
Aplasia/hypoplasia involving bones of the extrmities,Hypoplasia of the uterus,HP_0000013,
Bull's ye maculopathy,Bull's eye maculopathy,HP_0011504,
Tessier number 4 facial left,Facial abnormality,HP_0000271,
Dacryoytosis,,,-1.0
Abnormal nonverbal communcative behavior,Abnormality of body height,HP_0000002,
Bilateral tonic-clonic seiure with focal onset,Focal segmental glomerulosclerosis,HP_0000097,
Femoralhernia,,,-1.0
Abnormality of subcutaneous ft tissue,Abnormality of body height,HP_0000002,
Pruritis on reast,Pruritis on abdomen,HP_0030898,
Abnormal circulatig aspartic acid concentration,Abnormality of body height,HP_0000002,
Cleft at the superior portionof the pinna,Cleft of scrotum,HP_0000048,
Cloacal estrophy,Cloacal exstrophy,HP_0010475,
Cervial kyphosis,Kyphosis,HP_0002808,
Class II obesty,Incomplete partition of the cochlea type II,HP_0000376,
Osteolytic defect of the proximal phlanx of the thumb,Genital defects,HP_0000078,
Postate neoplasm,Neoplasm,HP_0002664,
EMG: myopathicabnormalities,EMG: decremental response of compound muscle action potential to repetitive nerve stimulation,HP_0003403,
Abnormal thalamic MRI signal intensty,Abnormality of body height,HP_0000002,
Smatic sensory dysfunction,Proximal tubule dysfunction,HP_0000114,
Lateral claicle hook,Hooked nose,HP_0000444,
Crystalline cornea dystrophy,Abnormal cornea morphology,HP_0000481,
Por recognition of injustice,Spoken word recognition deficit,HP_0030391,
Clsp-knife sign,Frontal release signs,HP_0000743,
Decrease CSF alanine concentration,Decreased function of male gonad,HP_0000026,
Incresed circulating very long-chain fatty acid concentration,Long penis,HP_0000040,
Widened cerebellar subaracnoid space,Widened alveolar ridges,HP_0000187,
Lipid-laden macrophages in brnchoalveolar fluid,Too much cerebrospinal fluid in the brain,HP_0000238,
Perineal fstula,Perineal hypospadias,HP_0000051,
Increased vetebral height,Abnormality of body height,HP_0000002,
Neoplasmof the skin,Thickened facial skin with coarse facial features,HP_0000280,
Decreased level of platelet-ativating factor,Decreased function of male gonad,HP_0000026,
Open operulum,Absent urethral opening,HP_0000068,
Elevated CSF aspartyglucosamine concentration,Elevated palate,HP_0000218,
Flred distal fibular metaphysis,Abnormal metaphysis morphology,HP_0000944,
Elongatd chordae tendinae of the mitral valve,Abnormal mitral valve morphology,HP_0001633,
Anti-angiotensin-converting enzyme 2 antibody positiity,Hyperactive renin-angiotensin system,HP_0000841,
Bocked Eustachian tube,Cancer starting in small tubes in kidneys,HP_0005584,
Inverted ipples,Inverted eyelid,HP_0000621,
Periauricular skn pits,Lower lip pit,HP_0000196,
Geophaga,,,-1.0
Primary mirocephaly,Delayed eruption of primary teeth,HP_0000680,
Autoamputation of digts,Autoamputation,HP_0001218,
Cleft elix,Cleft of scrotum,HP_0000048,
Pheylalaninuria,,,-1.0
Facial shape defrmation,Triangular shaped mouth,HP_0000207,
Pharyngalga,,,-1.0
