hp_id,synonym,typo
HP_0100432,Broad distal phalanx of the 4th toe,road dzibtal pheaanx o fthe 4tg toe
HP_0100432,Broad outermost bone of the 4th toe,Broad outermo sbone fh tbhp 4hth toe
HP_0100432,Wide outermost bone of the 4th toe,Wied outermost bone of tte4 th toj
HP_0100433,Broad distal phalanx of the 5th toe,kroad distal phaanx olf zhce 5tha coe
HP_0100433,Broad outermost bone of the 5th toe,fBroad outemohsnb one of tbe 5sth toe
HP_0100433,Wide outermost bone of the little toe,Wide outermost bone  oftehltitli te
HP_0100433,Wide outermost bone of the pinkie toe,Wide outrmst bone ofthe pinie joie
HP_0100433,Wide outermost bone of the pinky toe,Wie outemrost bone of zthe pinkoz tpe
HP_0100434,Bullet-shaped middle phalanx of the 3rd toe,Bullet-sced mkgddle phatnx of the 3dr toe
HP_0100434,Bullet-shaped middle bone of the 3rd toe,Bumlet-sapewd pmiddlyb onehof the rd toe
HP_0100435,Bullet-shaped middle phalanx of the 4th toe,Bulletshaped mcddla phalanx o fthe 4t twe
HP_0100435,Bullet-shaped middle bone of the 4th toe,Bullet-shped mdilde bone osf the 4thtgoe
HP_0100436,Bullet-shaped middle phalanx of the 5th toe,Bulle-shaedm xddle phtlakxto the 5th toe
HP_0100436,Bullet-shaped middle bone of the little toe,Bguplet-shapedpmiddle bone of thelittle toe
HP_0100436,Bullet-shaped middle bone of the pinkie toe,Bulet-shaepdm sddle bkone f te pinrkie toe
HP_0100436,Bullet-shaped middle bone of the pinky toe,Bulle-shaped milde bode o sthe pink teo
HP_0100437,Bullet-shaped proximal phalanx of the 3rd toe,Bullet-shapbedp roxizal phwaanx zfw teh 3d toe
HP_0100437,Bullet-shaped proximal bone of the 3rd toe,Bulltet-shaepd proximalo bote oft h erd toe
HP_0100438,Bullet-shaped proximal phalanx of the 4th toe,Buleet-sxhapbd proximalx phalxn of thel a4th te
HP_0100438,Bullet-shaped proximal bone of the 4th toe,Bulelt-ohaped pboxitmal boen pf te 4th toe
HP_0100439,Bullet-shaped proximal phalanx of the 5th toe,Bullet-sahped proamal hpalanxon thje 5gtht oe
HP_0100439,Bullet-shaped innermost bone of little toe,Bullet-shape innexmost bone of tiittlieto
HP_0100439,Bullet-shaped innermost bone of pinkie toe,uBllet-shap dinneqost bone opbfp inkie toe
HP_0100439,Bullet-shaped innermost bone of pinky toe,Buletashgped qinnmost bone ox pink toe
HP_0100440,Bullet-shaped distal phalanx of the 3rd toe,Bullntlshapedd itl phalanx ofuthe 3fd toe
HP_0100440,Bullet-shaped outermost bone of the 3rd toe,dlle-thsapedo utermsot boneof the 3rd ctoe
HP_0100441,Bullet-shaped distal phalanx of the 4th toe,Bulblet-sfapedidistql phalanhp of the 4mh toe
HP_0100441,Bullet-shaped outermost bone of the 4th toe,Bullet-msapzd outemostybone ofthe 4thutoe
HP_0100442,Bullet-shaped distal phalanx of the 5th toe,Bvllet-shaped distblypahlanx of thse 5th voe
HP_0100442,Bullet-shaped outermost bone of the little toe,Buglet-shapedfoutemrst bone of the little te
HP_0100442,Bullet-shaped outermost bone of the pinkie toe,Bllletshpd outermsojtb one oa the pinkie toe
HP_0100442,Bullet-shaped outermost bone of the pinky toe,Bullet-shaped ojuetrdmost boune of itheo pnky oe
HP_0100443,Curved middle phalanx of the 3rd toe,Curked mdidlephalanx of the 3dr ote
HP_0100443,Curved middle bone of 3rd toe,Curved mjldhle qone of 3rd toe
HP_0100444,Curved middle phalanx of the 4th toe,Cruve iddl ephalanxo ft vhe 4th toe
HP_0100444,Curved middle bone of 4th toe,Cuvredmidflde bonem of 4th toe
HP_0100445,Curved middle phalanx of the 5th toe,Crved middi phalanx jof the 5th ote
HP_0100445,Curved middle bone of little toe,Clvred imddle bonce of iqtle toe
HP_0100445,Curved middle bone of pinkie toe,Curmedmdidle boneof pivnkie toe
HP_0100445,Curved middle bone of pinky toe,Curvedmiddle vbone oif pinkv teo
HP_0100446,Curved proximal phalanx of the 3rd toe,Curver oxmial lphlaanx of the 3brd toe
HP_0100446,Curved innermost bone of 3rd toe,urvedinnermostq bone f o3rd toke
HP_0100447,Curved proximal phalanx of the 4th toe,Crjed proximal halanx of tje 4pth goe
HP_0100447,Curved innermost bone of the 4th toe,Cvued innermost bone oft he z4h toce
HP_0100448,Curved proximal phalanx of the 5th toe,Curvde proxiomal phalanxzof mhte p5thqtoe
HP_0100448,Curved innermost little toe bone,uCrve innermost litlte toe one
HP_0100448,Curved innermost pinkie toe bone,Cbure dnnermost inkie ote bone
HP_0100448,Curved innermost pinky toe bone,Curved winnemrost puynky toe bne
HP_0100449,Curved distal phalanx of the 3rd toe,Curvedr distal phlaneo f the 3d ote
HP_0100449,Curved outermost bone of the 3rd toe,ruvey ouetermostb one of thee rd toe
HP_0100450,Curved distal phalanx of the 4th toe,Crued isal phalanx ef the yth to
HP_0100450,Curved outermost bone of the 4th toe,Curyved uoterxmost bone fo ther 4k toe
HP_0100451,Curved distal phalanx of the 5th toe,Curfer distal phalkajnxofthe 5th toe
HP_0100451,Curved outermost bone of the little toe,Curved judtermstf bone of theiliktle toe
HP_0100451,Curved outermost bone of the pinkie toe,hurpved outeromst bone ofhthe nikie toe
HP_0100451,Curved outermost bone of the pinky toe,zmCrved outermost boneo fthhepinky toe
HP_0100458,Osteolytic defects of the distal phalanx of the 3rd toe,Osteolytic defvcts of thei stialw phalanx f the 3rdbtoe
HP_0100458,Osteolytic defects of the outermost bone of the 3rd toe,sOteolyticd efebcts oe the ohtuermos tbone of thed3rk jktoe
HP_0100459,Osteolytic defects of the distal phalanx of the 4th toe,Osbtolytic defest sof the distal ohalnax fo the 4htoe
HP_0100459,Osteolytic defects of the outermost bone of the 4th toe,Osteolyti cdefsecs of theotrmost bonepof the4 thhtoez
HP_0100460,Osteolytic defects of the distal phalanx of the 5th toe,estolyticd efecs of htedistal phalanx om tfhe gjh toe
HP_0100460,Osteolytic defects of the outermost bone of the 5th toe,Osteolytic defecs of teeioutesrmoxt bon eoxf the f5 hto
HP_0100461,Patchy sclerosis of the middle phalanx of the 3rd toe,Panchyscweosis o fteh imddle phalgnx of the r3d toe
HP_0100461,Uneven increase in bone density in the middle bone of the 3rd toe,mneve ninacerase nix bone beneity ina the middle bone of the 3rbtd teo
HP_0100462,Patchy sclerosis of the middle phalanx of the 4th toe,Patqcty sbclerosis o ftjhe middle phalx of the4th teo
HP_0100462,Uneven increase in bone density in middle bone of the 4th toe,Uneveg increase i bone densy fin midd ebne of the 4djth rtoe
HP_0100463,Patchy sclerosis of the middle phalanx of the 5th toe,Patchy sclqerosir ofrth emidle phalanx of the 5th oe
HP_0100463,Uneven increase in bone density in the middle bone of the little toe,Uneenbngcrease in bone ednsit vix thde mfiddle bone of the zlittlne toe
HP_0100463,Uneven increase in bone density in the middle bone of the pinkie toe,Unefe nincruepse in bone densitty inithe jmfiddaberone of the pwnkie toe
HP_0100463,Uneven increase in bone density in the middle bone of the pinky toe,Uneveni nreaseain bonie denzitj inth emiddleoe of the psizky toe
HP_0100464,Patchy sclerosis of the proximal phalanx of the 3rd toe,Patchy cslerosi sof the roxaiaml phalanx of txxe rdztoe
HP_0100464,Uneven increase in bone density in the innermost bone of the 3rd toe,Uneven ivcrease in bone gneasiy inj thezinnermrostbone of thme3rd toe
HP_0100465,Patchy sclerosis of the proximal phalanx of the 4th toe,Patchy sclerowsis fof the projimlphalany of ithe t4htoe
HP_0100465,Uneven increase in bone density in the innermost bone of the 4th toe,dUnevn increafse tn cone dnsityi n the innermost bone o thue 4tho ote
HP_0100466,Patchy sclerosis of the proximal phalanx of the 5th toe,uPatcay cserlosisiof te proxial phalanx of the 5h toe
HP_0100466,Uneven increase in bone density in the innermost bone of the little toe,Unkenyincrease in obnei densityin th innerpbost bon of he littae toe
HP_0100466,Uneven increase in bone density in the innermost bone of the pinkie toe,Unuen inrecaxse in bone desiy innthe inwnerwost boe of the pinkeiotoe
HP_0100466,Uneven increase in bone density in the innermost bone of the pinky toe,Uneven incttraee in bne density int ehi nnegmostboneo f thepinyk tfe
HP_0100467,Patchy sclerosis of the distal phalanx of the 3rd toe,Patchy scleaoiss ofz th ditat phnlanxh ofthe r3d toe
HP_0100467,Uneven increase in bone density in the outermost bone of the 3rd toe,Uneven ncreasein bcone densty in the uoterostbfnoe oof theb3rd oe
HP_0100468,Patchy sclerosis of the distal phalanx of the 4th toe,gPkathacy scelrosis of them distal pkhalanx of thke4th toe
HP_0100468,Uneven increase in bone density in the outermost bone of the 4th toe,Unevrni ivncreaesni bne density n theoutermosg boe oa th e4th toe
HP_0100469,Patchy sclerosis of the distal phalanx of the 5th toe,Patchy scleorsis of the gdesirsal phaltx ofw tht 5th toe
HP_0100469,Uneven increase in bone density in the outermost little toe bone,Uneven increase inb oje density inp rth outefmoslt itlte t ebonq
HP_0100469,Uneven increase in bone density in the outermost pinkie toe bone,Ungvenp incpreaseoin bone ensity in thhe outremot pinkpcie et bone
HP_0100469,Uneven increase in bone density in the outermost pinky toe bone,Unsaven increase in bony desnitb in e outerost piny toe boen
HP_0100470,Symphalangism affecting the middle phalanx of the 3rd toe,Sypmhalangism qaffcting teh middel havanx of kj d3rd toe
HP_0100470,Fused middle bones of 3rd toe,Fusedmiddle ubons f 3rd toe
HP_0100471,Symphalangism affecting the middle phalanx of the 4th toe,ySmphalalngiwm haffecing hte iddlep halanc of the 4h gtoe
HP_0100471,Fused middle bones of 4th toe,Fusedm iddle boneso of4th toe
HP_0100472,Symphalangism affecting the middle phalanx of the 5th toe,Symphalangism afecting htehmldhlewphlanx of he 5th toln
HP_0100472,Fused middle bones of 5th toe,Fused midde bones o f5jgth toc
HP_0100473,Symphalangism affecting the proximal phalanx of the 3rd toe,Sypmhaslangisa ffecting then proxiaml phalnx of tha 3rdedoe
HP_0100473,Fused innermost bone of 3rd toe,aFusedi nnermo tbne o f3rd toe
HP_0100474,Symphalangism affecting the proximal phalanx of the 4th toe,Symphalagsiafecting beh rplximal pahlanx of the 4th tope
HP_0100474,Fused innermost bones of 4th toe,Fuspd innerost bones g 4ah toe
HP_0100475,Symphalangism affecting the proximal phalanx of the 5th toe,Symphalngi maffecting the proximla phalanx oufg he 5ha to
HP_0100475,Fused innermost bone of little toe,Fsed sinermst bone n flittle toe
HP_0100475,Fused innermost bone of pinkie toe,Fused innermqost bone oyf priakie rteo
HP_0100475,Fused innermost bone of pinky toe,Fused jnermosr bone rfpinkymtoe
HP_0100476,Symphalangism affecting the distal phalanx of the 3rd toe,Symhpalangicm oaffecteingutwe dstagl phalanv of the3rd toe
HP_0100476,Fused outermost bone of 3rd toe,Fusedfodtermowst bne bf 3rd toye
HP_0100477,Symphalangism affecting the distal phalanx of the 4th toe,ympfalanmgism affectin gthe distrla phahrtanx of theh 4ht toe
HP_0100477,Fused outermost bone of the 4th toe,Fusied otreumost bone ofr th 4th toe
HP_0100478,Symphalangism affecting the distal phalanx of the 5th toe,myqphalangism effeing tehdisytal phalanx of tue 5th toe
HP_0100478,Fused outermost bones of the little toe,Fusedr otermfstbones of the litll etoe
HP_0100478,Fused outermost bones of the pinkie toe,Fused outeryost ebonps ofthe ipnykie toe
HP_0100478,Fused outermost bones of the pinky toe,Fsued ouarlmost bones ofk the piky ote
HP_0100480,Proximal/middle symphalangism of 3rd toe,Proximal/middle symphlaangism vpoy rd ot
HP_0100480,Fused innermost and middle bones of 3rd toe,Fxse mnnnermost and middl ebolnes o f3rdt oe
HP_0100480,Symphalangism of the middle and proximal phalanges of the 3rd toe,Symplnagism ofp he mmiddle a proximafl palanes ofu the 3rud toe
HP_0100481,Proximal/middle symphalangism of 4th toe,Proxihmal/mdpdle symphijangism of 4thto
HP_0100481,Fused innermost and middle bones of 4th toe,Fused innermostuandxqmmddle bones f 4jh te
HP_0100481,Symphalangism of the middle and proximal phalanges of the 4th toe,ymmpalangim obf the mpddzl and proxikmalh palges of the 4th toe
HP_0100482,Proximal/middle symphalangism of 5th toe,Proximala/middlr symphalangispv of 5th tkoe
HP_0100482,Fused innermost and middle little toe bones,Fused nnermstknd middle litel toe qones
HP_0100482,Fused innermost and middle pinkie toe bones,Fnsehd innermost adn middl epinkeitoe uones
HP_0100482,Fused innermost and middle pinky toe bones,Fused innermost andmidle pvixky toecb ons
HP_0100482,Symphalangism of the middle and proximal phalanges of the 5th toe,Symphaloanogismo f htvm iddra nd proximalphalanges yxof the 5ht toe
HP_0100483,Symphalangism of the proximal phalanx of the 2nd toe with the 2nd metatarsal,Symphzalangjsm ofhe proimal hpalanx ofu the 2zd tore witht he 2yndmetawtrsla
HP_0100483,Fused innermost bone of 2nd toe with the 2nd long bone of foot,Fused onnexmost ben of 2fd tvoe with the2 nd loegm boneo  foot
HP_0100484,Symphalangism of the proximal phalanx of the 3rd toe with the 3rd metatarsal,lmpvhlangism of themproximal palanx otf eh3rd toe wit dthe 3rd metatgarsal
HP_0100484,Fused innermost bones of third toe with 3rd long bone of foot,uFrecd innemos tbonesof thirdtoqkwith 3rd longi bone of kfoot
HP_0100485,Symphalangism of the proximal phalanx of the 4th toe with the 4th metatarsal,Syprmhalangism fthe procimal palanx of the 4fth toe tid the4 th emtatarsal
HP_0100485,Fused innermost bone of the 4th toe with 4th long bone of foot,Fzuse dinnermosnt bone nf the4th toe wzzth 4th lonb one of ooyt
HP_0100486,Symphalangism of the proximal phalanx of the 5th toe with the 5th metatarsal,Symphelannism o fthe porxihal phalanx of the eth to wit htheb5thmtataarasl
HP_0100486,Fused innermost pinky toe bone with the 5th long bone of foot,lFused innnergst pink yot ebon with bthe 5th long bone of focot
HP_0100487,Triangular shaped distal phalanx of the 5th toe,Trinala rshaped distal pyalnax ox the 5h toe
HP_0100487,Triangular shaped outermost bone of the little toe,Ttiangularshtaped outxervost bone of teylittke toe
HP_0100487,Triangular shaped outermost bone of the pinkie toe,Trianula shaped otvmost boneoof vhe piknie toe
HP_0100487,Triangular shaped outermost bone of the pinky toe,Triangulur shaepdc uotertotz bone of the pink to
HP_0100488,Synostosis of the proximal phalanx of the hallux with the 1st metatarsal,Syonstosis of the pzljoximal phcsalnox f the hhallux wih the 1st meaarsal
HP_0100488,Fusion of the innermost big toe bone with the 1st long bone of foot,musion o the nneirost big tye bone wsith btie 1st lyg boneof ofot
HP_0100489,Proximal/middle symphalangism of 2nd toe,Proxia/lmiddle syphalangsm of n2d hto
HP_0100489,Fused middle and innermost bones of 2nd toe,used middlh earnd innermmostdones of 2dn toe
HP_0100489,Symphalangism of the middle and proximal phalanges of the 2nd toe,ySmphalngsm of cthe midale and roxfmal phalanges ofthte 2nd tvje
HP_0100490,Camptodactyly of finger,Caatmpodactyly of fingehr
HP_0100490,Camptodactyly of hands,Capmtodkactyly ofemhands
HP_0100490,Camptodactyly of proximal interphalangeal joint,bamptodactylyxoef prxoimalniterphalangeal joint
HP_0100490,Contractures of the proximal interphalangeal joints of the fingers,Conactreso f the oproximaylinterphalaangeal hjoints ogf the finges
HP_0100490,Flexion contractures of proximal interphalangeal joints,Flexion cdntrarcltures hof proximalbsinterphaladngeoalj onis
HP_0100490,Permanent flexion of the finger,Pemseent floion of the finger
HP_0100490,Proximal interphalangeal finger joint contractures,aroximal inteprhalenger fingqrjofint conxracture
HP_0100491,Abnormality of lower limb joint,Abnormaliyy of lowr lmb ojipt
HP_0100491,Abnormality of the joints of the lower limbs,Abnokmality of bb jyints ofthp lower lmbs
HP_0100494,Abnormal mast cell morphology,Abnormllif mast cell morpohlogyg
HP_0100494,Abnormality of mast cells,Abnormality ofmas tcelslw
HP_0100494,Abnormality of mastocytes,Abnormalit o fmastactyejs
HP_0100496,Abnormality of the vitamin B3 metabolism,Abnormalsjty f the vbithminc B3 metaoblism
HP_0100497,Vitamin B3 deficiency,Vitamin B3 pdeficonc
HP_0100499,Tibial deviation of toes,Ticbia laweviation of toes
HP_0100499,Medial deviation of toes,Mediagld evtiion of toes
HP_0100500,Fibular deviation of toes,Fibulrha deviatios pg toes
HP_0100500,Lateral deviation of toes,Latewal deviatin of tqowec
HP_0100502,Vitamin B12 deficiency,Vitamni B1cdfeiciency
HP_0100503,Low levels of vitamin B1,Lol evels bof vitamn B1
HP_0100503,Reduced blood thiamine level,Reduwcedu lood thiaimnel evel
HP_0100503,Vitamin B1 deficiency,VtiamtnB1 deficigncy
HP_0100504,Low levels of vitamin B2,Lwoa levels f vitamitn B2
HP_0100504,Riboflavin deficiency,Rboflavon dficency
HP_0100504,Vitamin B2 deficiency,Vitamn 2 defieciency
HP_0100505,Low levels of vitamin B5,Low levelsk af vitamin B
HP_0100505,Vitamin B5 deficiency,Viumain B5 deficincey
HP_0100506,Low levels of vitamin B8,Low lexvels of vitpmain B8
HP_0100506,Vitamin B8 deficiency,Victmain B8 dfficiency
HP_0100507,Reduced blood folate concentration,Reduced pbood folate concentcrainon
HP_0100507,Folate deficiency,Folate deficiecncym
HP_0100507,Vitamin B9 deficiency,Vitmain B9seficienyc
HP_0100508,Abnormality of vitamin metabolism,Abormality o fsitmain mextaboliusm
HP_0100509,Abnormality of vitamin C metabolism,Abnormealictqyo of vitamin C mehabolisc
HP_0100510,Low levels of vitamin C,Lo level usof vitamin C
HP_0100510,Vitamin C deficiency,pVtaminC  deficienyc
HP_0100511,Abnormality of vitamin D metabolism,Axbnvormaality of vitamin  Dmetadblism
HP_0100512,Low levels of vitamin D,Lotlevels o vitamni D
HP_0100512,Deficient in vitamin D,eDicient in vktiamin D
HP_0100512,Vitamin D deficiency,Viwamin D deficeinc
HP_0100513,Decreased circulating vitamin E concentration,Degreaspeb cihculting vitaminl E concentrdtin
HP_0100513,Alpha-tocopherol deficiency,Alphmk-tocopherold defjiciencyn
HP_0100513,Low levels of vitamin E,Lbw levels of ivtmn E
HP_0100513,Vitamin E deficiency,Vitaminz E deficineyc
HP_0100515,Pollakisuria,Pollaipsuria
HP_0100515,Constant urination,Cosntant ukinaton
HP_0100515,Frequent urination,Frevruent urinaiton
HP_0100516,Neoplasm of the ureter,Neopplasm of the ukeper
HP_0100516,Neoplasia of the ureters,Neoplasia of sthurvters
HP_0100516,"ureter, cancer of","uroter, accer of"
HP_0100517,Neoplasm of the urethra,Neoplasxm xf theeu rethra
HP_0100517,Neoplasia of the urethra,Neoplasiao f the rethra
HP_0100518,Dysuria,Dysurai
HP_0100518,Painful or difficult urination,Paiuful or difficlt urmqination
HP_0100518,Dull burning sensation with urination,Dul bgruning sensation withuntion
HP_0100519,Anuria,Aunuria
HP_0100519,Absent urine output,Absent unrihe output
HP_0100523,Liver abscess,Live rmbscess
HP_0100523,Hepatic abscess,jecpatim abscess
HP_0100524,Limb duplication,Lmbdupliation
HP_0100524,Dimelia,Diemlia
HP_0100526,Neoplasm of the lung,Nevopalsm of the lvung
HP_0100526,Lung cancer,Ldung cancger
HP_0100526,Lung tumor,Lung tumr
HP_0100526,Lung tumour,Lung tumuor
HP_0100529,Abnormal blood phosphate concentration,Anyormal pliood phosphate cnocentratinl
HP_0100529,Abnormality of phosphate homeostasis,Abnhrmality ofphogsphatehomeostasi
HP_0100530,Abnormal circulating calcium-phosphate regulating hormone concentration,Abnormal circulatinlg cacliumnphosphae regualtigya hwormonesoncentration
HP_0100530,Abnormal Ca-PHOS regulating hormone level,Abnoormln Ca-PHOS reulatingzhomrons level
HP_0100530,Abnormal Ca2+ PO4 regulating hormone level,AbnoramluaC2jeePO4 regulattinpg hormone level
HP_0100531,Wind-swept deformity of the knees,Wvnd-swect defmlmity f the knees
HP_0100532,Scleritis,cSleritis
HP_0100532,Inflammation of the outer white part of the eye,Inflammation ozkqtfh uoteri white prt of theeye
HP_0100533,Inflammatory abnormality of the eye,Iinflaemmatory abnormaoityofthse ye
HP_0100533,Ocular inflammation,Ocular pnflammaioh
HP_0100534,Episcleritis,Eapisclertis
HP_0100534,Inflammation of the thin layer on top of the white part of eye,nfkammatio ofhe thi layeron mop of the white part of eye
HP_0100537,Fasciitis,Fasyiitis
HP_0100537,Inflammation of the fascia,Inflnammation ff hte facsia
HP_0100538,Abnormality of the supraorbital ridges,Abnormjlity gf the spuraorbit aidwes
HP_0100538,Abnormality of the brow of the face,Aynormality o th brow o fthe ayce
HP_0100538,Deformity of the supraorbital margins,Dhexformity of the spruaorbialm arwins
HP_0100538,Deformity of the supraorbital ridges,fDeformityzof the spwurjorbital ridges
HP_0100538,Malformation of the supraorbital margins,Mlforgation o fthe suprcorbitahxl fargins
HP_0100538,Malformation of the supraorbital ridges,Malformmation of ithhe upeaorbitalb ridgeg
HP_0100539,Periorbital edema,Perribitale dema
HP_0100539,Periorbital cellulitis,eriobbtial cellulitis
HP_0100539,Periorbital oedema,Perirobital oeebdma
HP_0100540,Palpebral edema,Palpbrl edzema
HP_0100540,Edema of the eyelids,Edema of thejyeyeldis
HP_0100540,Eyelid edema,Eylid ejema
HP_0100540,Eyelid oedema,Eyelgd odeema
HP_0100540,Fullness of eyelids,Fulless of eylids
HP_0100540,Oedema of the eyelids,Oedemabof tmhe nyezlids
HP_0100540,Palpebral oedema,Palpebral odeema
HP_0100540,Puffy eyelids,Puufy eyelid
HP_0100540,Puffy lids,Puffw lids
HP_0100540,Swelling of eyelids,Swellingo f eymelid
HP_0100541,Femoral hernia,eomral hernia
HP_0100541,Crural hernia,Crural heeia
HP_0100542,Abnormal localization of kidney,cAbnormla lrocaliaztio of kidney
HP_0100542,Abnormal localisation of kidneys,Abknormal locatisdtoiniof kineys
HP_0100543,Cognitive impairment,Cgonitive ipwpairmevnt
HP_0100543,Abnormality of cognition,Ablormalcity of gognition
HP_0100543,Cognitive abnormality,Cogntitive abnxovmrality
HP_0100543,Cognitive defects,Cognaitinive defects
HP_0100543,Cognitive deficits,Cnitive deficizs
HP_0100543,Intellectual impairment,Itnellectutdabl impairment
HP_0100544,Neoplasm of the heart,Neplamo ft he heart
HP_0100544,Cardiac neoplasm,Cardiac neopaml
HP_0100544,Heart tumor,Heart tumor
HP_0100544,Heart tumour,Haert tuvmour
HP_0100544,Cardiac neoplasia,Cradiac beoglasia
HP_0100545,Arterial stenosis,Arterial otpenoss
HP_0100545,Narrowing of an artery,Narrowinw of an trteryp
HP_0100546,Carotid artery stenosis,Croid artery tenois
HP_0100546,Carotid stenosis,mraotid stensis
HP_0100546,Narrowing of carotid artery,aNrrowing of carostivdpartdry
HP_0100547,Abnormal forebrain morphology,Axbnormalo frebrain morpolog
HP_0100547,Abnormal shape of forebrain,Ablormal shapn f frebraxin
HP_0100547,Abnormality of forebrain morphology,bAnormaeity o forebrpan mrohology
HP_0100547,Abnormality of the forebrain,Anormmlaity of tdhe forebrani
HP_0100550,Tendon rupture,Tsgndon rupture
HP_0100550,Rupture of tendons,Ruptre of tenvdonns
HP_0100550,Ruptured tendon,Rpturde tendon
HP_0100550,Tendon/muscle rupture,Tendon/muscle jrture
HP_0100551,Neoplasm of the trachea,eoplsama of th trachea
HP_0100551,Tracheal neoplasm,Trachweal neoplasmn
HP_0100553,Hemihypertrophy of lower limb,Helmihypertrofhy of znwern limb
HP_0100553,Overgrowth of one leg,lOvergrowth o fone leg
HP_0100554,Hemihypertrophy of upper limb,Hiehypprtrophy of uprer limb
HP_0100554,Overgrowth of one arm,Overrgowth of uoneaom
HP_0100555,Asymmetric growth,Asymmetri cgrwsth
HP_0100555,Uneven or disproportionate growth of one body part compared to another,Unwvepny o rdiospropbruionateq rwth of on body part comparetd oanother
HP_0100556,Hemiatrophy,eHmiatrphy
HP_0100556,Asymmetric limb shortening,Aysmgetric lidbm shoretning
HP_0100556,Hemiatrophy of the body,Hemazrophy oofthe body
HP_0100557,Hemiatrophy of lower limb,Hemaitrophy f lower mlix
HP_0100557,Asymmetric lower limb shortening,sAymmetricowre limb sohrtenzing
HP_0100558,Hemiatrophy of upper limb,Heaiatrophy of prupee limb
HP_0100558,Asymmetric upper limb shortening,Asmyetri ubper limblshrtening
HP_0100558,Hemihypotrophy of upper limb,Hemihmpotorhy ofl upper limb
HP_0100559,Lower limb asymmetry,owerilimb asymmptry
HP_0100559,Left and right leg differ in length or width,Lft and rzyght neg diferin lentg or width
HP_0100559,Leg length discrepancy,e letgth diqscrepancy
HP_0100560,Upper limb asymmetry,pUuer limb asymmmetry
HP_0100560,Unequal size of arms,Unqal size oo zrms
HP_0100562,Diplomyelia,Dipilomzelia
HP_0100562,Duplication of spinal cord,Duplication of sin cnord
HP_0100564,Triplomyelia,Tirplomylia
HP_0100564,Triplication of spinal cord,Trwipliitaion of spynl cord
HP_0100566,Amyelia,Amqelia
HP_0100566,Absent spinal cord,Aqbsent spinjl cord
HP_0100568,Neoplasm of the endocrine system,Neolpsam of thenedoricne system
HP_0100568,Endocrine neoplasia,Ednorcine nepolasia
HP_0100569,Abnormally ossified vertebrae,Abnormauwla ossified vetberae
HP_0100569,Abnormal bone maturation of vertebra,Anbomal bonep matretino of verltebra
HP_0100569,Abnormal vertebral ossification,Abnormal vertebrala flsificatinn
HP_0100569,Abnormality of ossification/mineralisation of vertebrae,Abnormality of soisication/mienerailastionl f erwtebrae
HP_0100570,Carcinoid tumor,Crcinoid turmo
HP_0100570,Carcinoid,Carcinroid
HP_0100570,Carcinoid tumour,Caycinoic utmour
HP_0100570,Carcinoid tumors,Carcinosdtmuors
HP_0100570,Carcinoid tumours,Carcniodi wumours
HP_0100571,Cardiac diverticulum,Cadiac diveivulum
HP_0100571,Ventricular diverticulum,entruclar diverticluum
HP_0100572,Fibrous cardiac diverticulum,oibrrodus acrdiac divertciulum
HP_0100572,Congenital ventricular aneurysm,Congefiatl ezntricularaneurysom
HP_0100574,Biliary tract neoplasm,Bilarytract noplasm
HP_0100574,Neoplasia of the biliary tract,Neoplgasgra oft jhexbiliary tract
HP_0100575,Neoplasm of the gallbladder,Neoplsam of tehg allbleddr
HP_0100575,Neoplasia of the gallbladder,Neohplasia ofb the gllladder
HP_0100577,Urinary bladder inflammation,Urinarylbladder inflammatiom
HP_0100577,Cystitis of the urinary bladder,Cysttiis of the jrinram bladder
HP_0100578,Lipoatrophy,Lcpoatophy
HP_0100578,Atrophy of fat,Agrophy ff fat
HP_0100578,Loss of fat tissue in localised area,Loss offatv tissue ie olocalised cara
HP_0100578,Loss of fat tissue in localized area,Loss of ft tissuenin glolized areni
HP_0100580,Barrett esophagus,Barrtet esopahbgus
HP_0100580,Barret syndrome,Bahrretsoyndrome
HP_0100580,Barrett oesophagus,Barrtt oesdphagus
HP_0100580,Barrett's esophagus,Barrtet's jesophwagus
HP_0100580,Barrett's oesophagus,Barltrt's oxsophagus
HP_0100580,Endobrachyesophagus,Edndobrachqesophagus
HP_0100581,Dilatation of renal calices,Dlatatio ojf renlal calyces
HP_0100581,Caliceal dilatation,Calieceaxltdilatation
HP_0100581,Caliectasis,Caliectvpasis
HP_0100581,Megacalicosis,Megalaicosis
HP_0100582,Nasal polyposis,Nasal pqoqyposij
HP_0100582,Nasal polyps,Nasl polyps
HP_0100582,Polyposis nasi,Polyosip nasi
HP_0100582,Polyps of nose,Pplolyps of nose
HP_0100583,Corneal perforation,rornea lpefroration
HP_0100583,Iridocele,Iridocuele
HP_0100585,Telangiectasia of the skin,Telangiectabsia hft hes ki
HP_0100585,Teleangiectasia of the skin,oehleangiaectasia oft he ksin
HP_0100586,Sterile pyuria,teryile pyuria
HP_0100586,Aseptic leukocyturia,Aspeti cleukocytur
HP_0100587,Abnormal preputium morphology,Abnormal prpettium kmosrphology
HP_0100587,Abnormality of the preputium,Anreality of the renutium
HP_0100596,Absent nares,Abesnt naers
HP_0100596,Abouphalia,bAorphalia
HP_0100596,Aplasia of the nares,pAlagsi aof thne nares
HP_0100596,Missing nostrils,Missing nostjs
HP_0100596,Aplasia/Hypoplasia of the nares,olasia/Hapoplaisanof th enares
HP_0100598,Pulmonary edema,Pzlmodaryedema
